"Customer ID","Last Name","First Name","Invoice ID","Transaction Moment"
96,Demydenko,Natalya,20230613111256,"2023-06-13 11:12:56"
97,Stepanenko,Liliya,20220919105726,"2022-09-19 10:57:26"
97,Stepanenko,Liliya,20230616144919,"2023-06-16 14:49:19"
97,Stepanenko,Liliya,20230825134330,"2023-08-25 13:43:30"
98,Voloshchuk,Stanislav,20230730155039,"2023-07-30 15:50:39"
98,Voloshchuk,Stanislav,20230802084728,"2023-08-02 08:47:28"
98,Voloshchuk,Stanislav,20230817090340,"2023-08-17 09:03:40"
99,Balko,Yeva,20221016101556,"2022-10-16 10:15:56"
99,Balko,Yeva,20221022113941,"2022-10-22 11:39:41"
99,Balko,Yeva,20230129154928,"2023-01-29 15:49:28"
99,Balko,Yeva,20230131161140,"2023-01-31 16:11:40"
99,Balko,Yeva,20230705104825,"2023-07-05 10:48:25"
99,Balko,Yeva,20230921091036,"2023-09-21 09:10:36"
100,Olijnyk,Roman,20221211093930,"2022-12-11 09:39:30"
100,Olijnyk,Roman,20230318090750,"2023-03-18 09:07:50"
100,Olijnyk,Roman,20230321094839,"2023-03-21 09:48:39"
100,Olijnyk,Roman,20230925102003,"2023-09-25 10:20:03"
